----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #200 14% exposure, 28 km/hr windspeed
Sector: #157 14% exposure, 57 km/hr windspeed
Sector: #88 14% exposure, 41 km/hr windspeed
Sector: #260 14% exposure, 13 km/hr windspeed
Sector: #435 14% exposure, 23 km/hr windspeed
Sector: #66 14% exposure, 41 km/hr windspeed
Sector: #110 14% exposure, 17 km/hr windspeed
Sector: #447 14% exposure, 63 km/hr windspeed
Sector: #180 14% exposure, 4 km/hr windspeed
Sector: #491 14% exposure, 27 km/hr windspeed
Sector: #444 14% exposure, 19 km/hr windspeed
Sector: #326 14% exposure, 40 km/hr windspeed
Sector: #333 14% exposure, 2 km/hr windspeed
Sector: #89 15% exposure, 16 km/hr windspeed
Sector: #472 15% exposure, 40 km/hr windspeed
Sector: #208 15% exposure, 43 km/hr windspeed
Sector: #331 15% exposure, 19 km/hr windspeed
Sector: #145 15% exposure, 20 km/hr windspeed
Sector: #284 15% exposure, 12 km/hr windspeed
Sector: #109 15% exposure, 21 km/hr windspeed
Sector: #390 15% exposure, 8 km/hr windspeed
Sector: #278 15% exposure, 57 km/hr windspeed
Sector: #5 16% exposure, 21 km/hr windspeed
Sector: #203 16% exposure, 34 km/hr windspeed
Sector: #189 16% exposure, 50 km/hr windspeed
Sector: #80 16% exposure, 33 km/hr windspeed
Sector: #65 16% exposure, 26 km/hr windspeed
Sector: #116 17% exposure, 4 km/hr windspeed
Sector: #121 17% exposure, 39 km/hr windspeed
Sector: #272 17% exposure, 24 km/hr windspeed
Sector: #376 17% exposure, 8 km/hr windspeed
Sector: #230 17% exposure, 28 km/hr windspeed
Sector: #182 17% exposure, 10 km/hr windspeed
Sector: #444 17% exposure, 47 km/hr windspeed
Sector: #417 17% exposure, 10 km/hr windspeed
Sector: #132 17% exposure, 32 km/hr windspeed
Sector: #76 17% exposure, 4 km/hr windspeed
Sector: #150 18% exposure, 17 km/hr windspeed
Sector: #231 18% exposure, 30 km/hr windspeed
Sector: #50 18% exposure, 5 km/hr windspeed
Sector: #188 18% exposure, 27 km/hr windspeed
Sector: #19 18% exposure, 23 km/hr windspeed
Sector: #32 18% exposure, 8 km/hr windspeed
Sector: #374 19% exposure, 29 km/hr windspeed
Sector: #337 19% exposure, 2 km/hr windspeed
Sector: #175 19% exposure, 3 km/hr windspeed
Sector: #199 19% exposure, 26 km/hr windspeed
Sector: #6 19% exposure, 5 km/hr windspeed
Sector: #63 20% exposure, 34 km/hr windspeed
Sector: #333 20% exposure, 21 km/hr windspeed
Sector: #154 20% exposure, 8 km/hr windspeed
Sector: #371 20% exposure, 11 km/hr windspeed
Sector: #366 20% exposure, 7 km/hr windspeed
Sector: #295 20% exposure, 35 km/hr windspeed
Sector: #6 20% exposure, 46 km/hr windspeed
Sector: #282 20% exposure, 14 km/hr windspeed
Sector: #199 21% exposure, 47 km/hr windspeed
Sector: #168 21% exposure, 53 km/hr windspeed
Sector: #376 21% exposure, 34 km/hr windspeed
Sector: #483 21% exposure, 29 km/hr windspeed
Sector: #332 21% exposure, 14 km/hr windspeed
Sector: #446 21% exposure, 3 km/hr windspeed
Sector: #223 21% exposure, 39 km/hr windspeed
Sector: #14 21% exposure, 5 km/hr windspeed
Sector: #197 22% exposure, 38 km/hr windspeed
Sector: #167 22% exposure, 21 km/hr windspeed
Sector: #65 22% exposure, 10 km/hr windspeed
Sector: #363 22% exposure, 21 km/hr windspeed
Sector: #216 22% exposure, 18 km/hr windspeed
Sector: #259 22% exposure, 24 km/hr windspeed
Sector: #407 22% exposure, 31 km/hr windspeed
Sector: #319 22% exposure, 2 km/hr windspeed
Sector: #484 22% exposure, 16 km/hr windspeed
Sector: #74 22% exposure, 7 km/hr windspeed
Sector: #282 22% exposure, 36 km/hr windspeed
Sector: #400 22% exposure, 11 km/hr windspeed
Sector: #163 23% exposure, 43 km/hr windspeed
Sector: #189 23% exposure, 21 km/hr windspeed
Sector: #193 23% exposure, 14 km/hr windspeed
Sector: #139 23% exposure, 37 km/hr windspeed
Sector: #187 23% exposure, 30 km/hr windspeed
Sector: #88 23% exposure, 18 km/hr windspeed
Sector: #350 23% exposure, 13 km/hr windspeed
Sector: #155 23% exposure, 57 km/hr windspeed
Sector: #443 23% exposure, 44 km/hr windspeed
Sector: #214 23% exposure, 8 km/hr windspeed
Sector: #426 23% exposure, 44 km/hr windspeed
Sector: #346 23% exposure, 51 km/hr windspeed
Sector: #403 23% exposure, 57 km/hr windspeed
Sector: #45 23% exposure, 26 km/hr windspeed
Sector: #236 23% exposure, 12 km/hr windspeed
Sector: #263 24% exposure, 2 km/hr windspeed
Sector: #407 24% exposure, 20 km/hr windspeed
Sector: #279 24% exposure, 5 km/hr windspeed
Sector: #197 24% exposure, 31 km/hr windspeed
Sector: #173 24% exposure, 27 km/hr windspeed
Sector: #50 24% exposure, 17 km/hr windspeed
Sector: #44 24% exposure, 42 km/hr windspeed
Sector: #146 24% exposure, 31 km/hr windspeed
Sector: #497 24% exposure, 37 km/hr windspeed
Sector: #431 24% exposure, 17 km/hr windspeed
Sector: #339 25% exposure, 17 km/hr windspeed
Sector: #343 25% exposure, 33 km/hr windspeed
Sector: #326 25% exposure, 61 km/hr windspeed
Sector: #69 25% exposure, 9 km/hr windspeed
Sector: #337 25% exposure, 57 km/hr windspeed
Sector: #276 25% exposure, 25 km/hr windspeed
Sector: #11 25% exposure, 30 km/hr windspeed
Sector: #389 25% exposure, 25 km/hr windspeed
Sector: #189 25% exposure, 12 km/hr windspeed
Sector: #121 25% exposure, 48 km/hr windspeed
Sector: #283 25% exposure, 37 km/hr windspeed
Sector: #158 25% exposure, 10 km/hr windspeed
Sector: #99 25% exposure, 21 km/hr windspeed
Sector: #421 26% exposure, 1 km/hr windspeed
Sector: #78 26% exposure, 20 km/hr windspeed
Sector: #386 26% exposure, 46 km/hr windspeed
Sector: #447 26% exposure, 48 km/hr windspeed
Sector: #58 26% exposure, 23 km/hr windspeed
Sector: #136 26% exposure, 65 km/hr windspeed
Sector: #364 26% exposure, 31 km/hr windspeed
Sector: #10 26% exposure, 7 km/hr windspeed
Sector: #19 26% exposure, 56 km/hr windspeed
Sector: #467 26% exposure, 20 km/hr windspeed
Sector: #373 26% exposure, 48 km/hr windspeed
Sector: #93 26% exposure, 41 km/hr windspeed
Sector: #325 26% exposure, 30 km/hr windspeed
Sector: #292 26% exposure, 45 km/hr windspeed
Sector: #196 26% exposure, 43 km/hr windspeed
Sector: #248 27% exposure, 19 km/hr windspeed
Sector: #344 27% exposure, 13 km/hr windspeed
Sector: #464 27% exposure, 47 km/hr windspeed
Sector: #218 27% exposure, 19 km/hr windspeed
Sector: #70 27% exposure, 20 km/hr windspeed
Sector: #408 27% exposure, 7 km/hr windspeed
Sector: #212 27% exposure, 31 km/hr windspeed
Sector: #67 27% exposure, 43 km/hr windspeed
Sector: #257 27% exposure, 47 km/hr windspeed
Sector: #366 27% exposure, 37 km/hr windspeed
Sector: #451 27% exposure, 26 km/hr windspeed
Sector: #278 27% exposure, 60 km/hr windspeed
Sector: #291 27% exposure, 30 km/hr windspeed
Sector: #243 27% exposure, 8 km/hr windspeed
Sector: #69 27% exposure, 17 km/hr windspeed
Sector: #42 28% exposure, 23 km/hr windspeed
Sector: #104 28% exposure, 31 km/hr windspeed
Sector: #49 28% exposure, 49 km/hr windspeed
Sector: #439 28% exposure, 40 km/hr windspeed
Sector: #261 28% exposure, 13 km/hr windspeed
Sector: #142 28% exposure, 42 km/hr windspeed
Sector: #138 28% exposure, 40 km/hr windspeed
Sector: #472 28% exposure, 26 km/hr windspeed
Sector: #342 29% exposure, 4 km/hr windspeed
Sector: #330 29% exposure, 62 km/hr windspeed
Sector: #70 29% exposure, 2 km/hr windspeed
Sector: #253 29% exposure, 54 km/hr windspeed
Sector: #152 29% exposure, 36 km/hr windspeed
Sector: #238 29% exposure, 31 km/hr windspeed
Sector: #201 30% exposure, 33 km/hr windspeed
Sector: #108 30% exposure, 10 km/hr windspeed
Sector: #9 30% exposure, 6 km/hr windspeed
Sector: #93 30% exposure, 46 km/hr windspeed
Sector: #273 30% exposure, 8 km/hr windspeed
Sector: #261 30% exposure, 22 km/hr windspeed
Sector: #248 30% exposure, 40 km/hr windspeed
Sector: #119 30% exposure, 44 km/hr windspeed
Sector: #368 30% exposure, 10 km/hr windspeed
Sector: #352 30% exposure, 45 km/hr windspeed
Sector: #357 30% exposure, 34 km/hr windspeed
Sector: #4 30% exposure, 1 km/hr windspeed
Sector: #179 30% exposure, 24 km/hr windspeed
Sector: #18 31% exposure, 70 km/hr windspeed
Sector: #79 31% exposure, 32 km/hr windspeed
Sector: #216 31% exposure, 30 km/hr windspeed
Sector: #227 31% exposure, 25 km/hr windspeed
Sector: #423 31% exposure, 8 km/hr windspeed
Sector: #458 31% exposure, 30 km/hr windspeed
Sector: #212 32% exposure, 17 km/hr windspeed
Sector: #303 32% exposure, 34 km/hr windspeed
Sector: #332 32% exposure, 43 km/hr windspeed
Sector: #102 32% exposure, 28 km/hr windspeed
Sector: #389 32% exposure, 24 km/hr windspeed
Sector: #493 32% exposure, 27 km/hr windspeed
Sector: #95 33% exposure, 15 km/hr windspeed
Sector: #385 33% exposure, 5 km/hr windspeed
Sector: #50 33% exposure, 8 km/hr windspeed
Sector: #267 33% exposure, 27 km/hr windspeed
Sector: #373 33% exposure, 16 km/hr windspeed
Sector: #57 33% exposure, 28 km/hr windspeed
Sector: #105 33% exposure, 13 km/hr windspeed
Sector: #158 33% exposure, 23 km/hr windspeed
Sector: #108 34% exposure, 6 km/hr windspeed
Sector: #314 34% exposure, 3 km/hr windspeed
Sector: #299 34% exposure, 37 km/hr windspeed
Sector: #357 34% exposure, 36 km/hr windspeed
Sector: #230 34% exposure, 6 km/hr windspeed
Sector: #471 34% exposure, 28 km/hr windspeed
Sector: #159 34% exposure, 26 km/hr windspeed
Sector: #442 34% exposure, 18 km/hr windspeed
Sector: #159 34% exposure, 45 km/hr windspeed
Sector: #474 34% exposure, 26 km/hr windspeed
Sector: #313 34% exposure, 37 km/hr windspeed
Sector: #385 34% exposure, 46 km/hr windspeed
Sector: #206 35% exposure, 50 km/hr windspeed
Sector: #435 35% exposure, 11 km/hr windspeed
Sector: #42 35% exposure, 27 km/hr windspeed
Sector: #210 35% exposure, 43 km/hr windspeed
Sector: #250 35% exposure, 45 km/hr windspeed
Sector: #390 35% exposure, 3 km/hr windspeed
Sector: #64 35% exposure, 63 km/hr windspeed
Sector: #155 35% exposure, 32 km/hr windspeed
Sector: #34 35% exposure, 24 km/hr windspeed
Sector: #456 35% exposure, 62 km/hr windspeed
Sector: #399 36% exposure, 49 km/hr windspeed
Sector: #190 36% exposure, 28 km/hr windspeed
Sector: #457 36% exposure, 23 km/hr windspeed
Sector: #350 36% exposure, 44 km/hr windspeed
Sector: #327 36% exposure, 44 km/hr windspeed
Sector: #304 36% exposure, 55 km/hr windspeed
Sector: #179 36% exposure, 9 km/hr windspeed
Sector: #94 36% exposure, 29 km/hr windspeed
Sector: #402 36% exposure, 38 km/hr windspeed
Sector: #216 36% exposure, 36 km/hr windspeed
Sector: #189 36% exposure, 12 km/hr windspeed
Sector: #490 36% exposure, 21 km/hr windspeed
Sector: #485 36% exposure, 43 km/hr windspeed
Sector: #27 36% exposure, 34 km/hr windspeed
Sector: #67 36% exposure, 19 km/hr windspeed
Sector: #112 37% exposure, 37 km/hr windspeed
Sector: #371 37% exposure, 50 km/hr windspeed
Sector: #376 37% exposure, 40 km/hr windspeed
Sector: #182 37% exposure, 19 km/hr windspeed
Sector: #292 37% exposure, 46 km/hr windspeed
Sector: #158 37% exposure, 10 km/hr windspeed
Sector: #152 37% exposure, 29 km/hr windspeed
Sector: #32 38% exposure, 44 km/hr windspeed
Sector: #469 38% exposure, 39 km/hr windspeed
Sector: #327 38% exposure, 16 km/hr windspeed
Sector: #384 38% exposure, 36 km/hr windspeed
Sector: #241 38% exposure, 10 km/hr windspeed
Sector: #15 38% exposure, 25 km/hr windspeed
Sector: #49 38% exposure, 60 km/hr windspeed
Sector: #51 38% exposure, 5 km/hr windspeed
Sector: #235 38% exposure, 14 km/hr windspeed
Sector: #423 38% exposure, 38 km/hr windspeed
Sector: #63 38% exposure, 58 km/hr windspeed
Sector: #303 39% exposure, 1 km/hr windspeed
Sector: #48 39% exposure, 34 km/hr windspeed
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #56 39% exposure, 20 km/hr windspeed
Sector: #337 39% exposure, 66 km/hr windspeed
Sector: #236 39% exposure, 30 km/hr windspeed
Sector: #397 39% exposure, 25 km/hr windspeed
Sector: #28 39% exposure, 11 km/hr windspeed
Sector: #404 40% exposure, 42 km/hr windspeed
Sector: #12 40% exposure, 12 km/hr windspeed
Sector: #371 40% exposure, 24 km/hr windspeed
Sector: #128 40% exposure, 38 km/hr windspeed
Sector: #99 40% exposure, 50 km/hr windspeed
Sector: #394 40% exposure, 57 km/hr windspeed
Sector: #272 40% exposure, 30 km/hr windspeed
Sector: #302 40% exposure, 43 km/hr windspeed
Sector: #298 40% exposure, 2 km/hr windspeed
Sector: #400 40% exposure, 6 km/hr windspeed
Sector: #254 40% exposure, 40 km/hr windspeed
Sector: #474 40% exposure, 51 km/hr windspeed
Sector: #164 40% exposure, 11 km/hr windspeed
Sector: #313 41% exposure, 8 km/hr windspeed
Sector: #384 41% exposure, 13 km/hr windspeed
Sector: #157 41% exposure, 16 km/hr windspeed
Sector: #406 41% exposure, 36 km/hr windspeed
Sector: #121 41% exposure, 15 km/hr windspeed
Sector: #386 41% exposure, 3 km/hr windspeed
Sector: #212 41% exposure, 20 km/hr windspeed
Sector: #2 41% exposure, 45 km/hr windspeed
Sector: #348 41% exposure, 24 km/hr windspeed
Sector: #167 41% exposure, 44 km/hr windspeed
Sector: #179 42% exposure, 45 km/hr windspeed
Sector: #102 42% exposure, 41 km/hr windspeed
Sector: #372 42% exposure, 7 km/hr windspeed
Sector: #255 42% exposure, 24 km/hr windspeed
Sector: #106 42% exposure, 15 km/hr windspeed
Sector: #305 42% exposure, 11 km/hr windspeed
Sector: #447 42% exposure, 6 km/hr windspeed
Sector: #135 42% exposure, 35 km/hr windspeed
Sector: #93 43% exposure, 24 km/hr windspeed
Sector: #471 43% exposure, 35 km/hr windspeed
Sector: #352 43% exposure, 2 km/hr windspeed
Sector: #38 43% exposure, 3 km/hr windspeed
Sector: #390 43% exposure, 37 km/hr windspeed
Sector: #113 43% exposure, 66 km/hr windspeed
Sector: #36 43% exposure, 5 km/hr windspeed
Sector: #448 43% exposure, 54 km/hr windspeed
Sector: #71 43% exposure, 27 km/hr windspeed
Sector: #341 44% exposure, 8 km/hr windspeed
Sector: #421 44% exposure, 23 km/hr windspeed
Sector: #235 44% exposure, 61 km/hr windspeed
Sector: #427 44% exposure, 49 km/hr windspeed
Sector: #136 44% exposure, 5 km/hr windspeed
Sector: #304 44% exposure, 34 km/hr windspeed
Sector: #471 44% exposure, 47 km/hr windspeed
Sector: #481 44% exposure, 23 km/hr windspeed
Sector: #215 44% exposure, 11 km/hr windspeed
Sector: #270 44% exposure, 53 km/hr windspeed
Sector: #143 44% exposure, 60 km/hr windspeed
Sector: #218 44% exposure, 28 km/hr windspeed
Sector: #194 44% exposure, 20 km/hr windspeed
Sector: #194 44% exposure, 33 km/hr windspeed
Sector: #36 44% exposure, 39 km/hr windspeed
Sector: #353 45% exposure, 27 km/hr windspeed
Sector: #91 45% exposure, 51 km/hr windspeed
Sector: #399 45% exposure, 41 km/hr windspeed
Sector: #409 45% exposure, 56 km/hr windspeed
Sector: #61 45% exposure, 29 km/hr windspeed
Sector: #402 45% exposure, 40 km/hr windspeed
Sector: #7 45% exposure, 6 km/hr windspeed
Sector: #14 45% exposure, 48 km/hr windspeed
Sector: #21 45% exposure, 18 km/hr windspeed
Sector: #406 45% exposure, 20 km/hr windspeed
Sector: #74 46% exposure, 27 km/hr windspeed
Sector: #5 46% exposure, 45 km/hr windspeed
Sector: #54 46% exposure, 27 km/hr windspeed
Sector: #153 46% exposure, 39 km/hr windspeed
Sector: #158 46% exposure, 14 km/hr windspeed
Sector: #498 46% exposure, 3 km/hr windspeed
Sector: #469 46% exposure, 25 km/hr windspeed
Sector: #160 46% exposure, 26 km/hr windspeed
Sector: #396 46% exposure, 8 km/hr windspeed
Sector: #301 46% exposure, 46 km/hr windspeed
Sector: #451 46% exposure, 13 km/hr windspeed
Sector: #45 46% exposure, 25 km/hr windspeed
Sector: #405 47% exposure, 40 km/hr windspeed
Sector: #174 47% exposure, 32 km/hr windspeed
Sector: #76 47% exposure, 41 km/hr windspeed
Sector: #54 47% exposure, 42 km/hr windspeed
Sector: #176 47% exposure, 24 km/hr windspeed
Sector: #403 48% exposure, 13 km/hr windspeed
Sector: #112 48% exposure, 55 km/hr windspeed
Sector: #207 48% exposure, 18 km/hr windspeed
Sector: #1 48% exposure, 24 km/hr windspeed
Sector: #148 48% exposure, 40 km/hr windspeed
Sector: #406 48% exposure, 37 km/hr windspeed
Sector: #423 48% exposure, 43 km/hr windspeed
Sector: #11 48% exposure, 5 km/hr windspeed
Sector: #411 48% exposure, 32 km/hr windspeed
Sector: #321 48% exposure, 6 km/hr windspeed
Sector: #436 48% exposure, 15 km/hr windspeed
Sector: #101 48% exposure, 5 km/hr windspeed
Sector: #449 49% exposure, 45 km/hr windspeed
Sector: #29 49% exposure, 12 km/hr windspeed
Sector: #160 49% exposure, 24 km/hr windspeed
Sector: #50 49% exposure, 25 km/hr windspeed
Sector: #388 49% exposure, 21 km/hr windspeed
Sector: #41 49% exposure, 14 km/hr windspeed
Sector: #205 49% exposure, 46 km/hr windspeed
Sector: #393 49% exposure, 29 km/hr windspeed
Sector: #449 50% exposure, 3 km/hr windspeed
Sector: #320 50% exposure, 9 km/hr windspeed
Sector: #286 50% exposure, 2 km/hr windspeed
Sector: #486 50% exposure, 4 km/hr windspeed
Sector: #280 50% exposure, 47 km/hr windspeed
Sector: #47 50% exposure, 67 km/hr windspeed
Sector: #156 50% exposure, 10 km/hr windspeed
Sector: #244 50% exposure, 18 km/hr windspeed
Sector: #254 50% exposure, 13 km/hr windspeed
Sector: #385 50% exposure, 30 km/hr windspeed
Sector: #211 50% exposure, 34 km/hr windspeed
Sector: #260 50% exposure, 18 km/hr windspeed
Sector: #118 50% exposure, 47 km/hr windspeed
Sector: #311 50% exposure, 31 km/hr windspeed
Sector: #314 51% exposure, 34 km/hr windspeed
Sector: #75 51% exposure, 18 km/hr windspeed
Sector: #92 51% exposure, 65 km/hr windspeed
Sector: #120 51% exposure, 38 km/hr windspeed
Sector: #247 51% exposure, 16 km/hr windspeed
Sector: #362 51% exposure, 32 km/hr windspeed
Sector: #467 51% exposure, 21 km/hr windspeed
Sector: #392 51% exposure, 26 km/hr windspeed
Sector: #301 51% exposure, 19 km/hr windspeed
Sector: #160 51% exposure, 43 km/hr windspeed
Sector: #275 51% exposure, 55 km/hr windspeed
Sector: #54 51% exposure, 9 km/hr windspeed
Sector: #374 52% exposure, 54 km/hr windspeed
Sector: #93 52% exposure, 30 km/hr windspeed
Sector: #478 52% exposure, 28 km/hr windspeed
Sector: #260 52% exposure, 2 km/hr windspeed
Sector: #492 52% exposure, 37 km/hr windspeed
Sector: #209 52% exposure, 31 km/hr windspeed
Sector: #429 52% exposure, 45 km/hr windspeed
Sector: #13 52% exposure, 36 km/hr windspeed
Sector: #24 52% exposure, 31 km/hr windspeed
Sector: #158 52% exposure, 29 km/hr windspeed
Sector: #258 52% exposure, 30 km/hr windspeed
Sector: #117 52% exposure, 13 km/hr windspeed
Sector: #450 52% exposure, 34 km/hr windspeed
Sector: #254 52% exposure, 25 km/hr windspeed
Sector: #86 52% exposure, 60 km/hr windspeed
Sector: #334 52% exposure, 16 km/hr windspeed
Sector: #383 53% exposure, 1 km/hr windspeed
Sector: #156 53% exposure, 12 km/hr windspeed
Sector: #69 53% exposure, 31 km/hr windspeed
Sector: #249 53% exposure, 13 km/hr windspeed
Sector: #232 53% exposure, 10 km/hr windspeed
Sector: #129 53% exposure, 10 km/hr windspeed
Sector: #386 53% exposure, 2 km/hr windspeed
Sector: #447 53% exposure, 10 km/hr windspeed
Sector: #37 53% exposure, 34 km/hr windspeed
Sector: #385 53% exposure, 46 km/hr windspeed
Sector: #148 53% exposure, 8 km/hr windspeed
Sector: #209 53% exposure, 49 km/hr windspeed
Sector: #336 53% exposure, 8 km/hr windspeed
Sector: #368 53% exposure, 14 km/hr windspeed
Sector: #374 54% exposure, 17 km/hr windspeed
Sector: #298 54% exposure, 35 km/hr windspeed
Sector: #65 54% exposure, 25 km/hr windspeed
Sector: #384 54% exposure, 20 km/hr windspeed
Sector: #213 54% exposure, 13 km/hr windspeed
Sector: #413 54% exposure, 24 km/hr windspeed
Sector: #82 54% exposure, 23 km/hr windspeed
Sector: #96 55% exposure, 9 km/hr windspeed
Sector: #422 55% exposure, 2 km/hr windspeed
Sector: #363 55% exposure, 5 km/hr windspeed
Sector: #336 55% exposure, 16 km/hr windspeed
Sector: #407 55% exposure, 30 km/hr windspeed
Sector: #54 55% exposure, 42 km/hr windspeed
Sector: #90 55% exposure, 54 km/hr windspeed
Sector: #431 55% exposure, 34 km/hr windspeed
Sector: #304 56% exposure, 18 km/hr windspeed
Sector: #464 56% exposure, 33 km/hr windspeed
Sector: #271 56% exposure, 45 km/hr windspeed
Sector: #357 56% exposure, 23 km/hr windspeed
Sector: #80 56% exposure, 42 km/hr windspeed
Sector: #413 56% exposure, 29 km/hr windspeed
Sector: #274 57% exposure, 17 km/hr windspeed
Sector: #445 57% exposure, 22 km/hr windspeed
Sector: #472 57% exposure, 27 km/hr windspeed
Sector: #314 57% exposure, 49 km/hr windspeed
Sector: #486 57% exposure, 1 km/hr windspeed
Sector: #129 57% exposure, 20 km/hr windspeed
Sector: #2 57% exposure, 21 km/hr windspeed
Sector: #6 57% exposure, 18 km/hr windspeed
Sector: #246 57% exposure, 26 km/hr windspeed
Sector: #369 57% exposure, 24 km/hr windspeed
Sector: #455 57% exposure, 64 km/hr windspeed
Sector: #116 58% exposure, 46 km/hr windspeed
Sector: #76 58% exposure, 24 km/hr windspeed
Sector: #43 58% exposure, 50 km/hr windspeed
Sector: #301 58% exposure, 7 km/hr windspeed
Sector: #64 58% exposure, 25 km/hr windspeed
Sector: #9 58% exposure, 4 km/hr windspeed
Sector: #226 58% exposure, 16 km/hr windspeed
Sector: #311 58% exposure, 18 km/hr windspeed
Sector: #119 58% exposure, 9 km/hr windspeed
Sector: #70 58% exposure, 17 km/hr windspeed
Sector: #193 58% exposure, 33 km/hr windspeed
Sector: #314 58% exposure, 15 km/hr windspeed
Sector: #153 58% exposure, 1 km/hr windspeed
Sector: #381 59% exposure, 61 km/hr windspeed
Sector: #295 59% exposure, 62 km/hr windspeed
Sector: #87 59% exposure, 38 km/hr windspeed
Sector: #174 59% exposure, 39 km/hr windspeed
Sector: #383 59% exposure, 52 km/hr windspeed
Sector: #39 59% exposure, 53 km/hr windspeed
Sector: #248 59% exposure, 42 km/hr windspeed
Sector: #98 59% exposure, 6 km/hr windspeed
Sector: #6 59% exposure, 14 km/hr windspeed
Sector: #35 59% exposure, 12 km/hr windspeed
Sector: #192 59% exposure, 19 km/hr windspeed
Sector: #13 59% exposure, 33 km/hr windspeed
Sector: #298 60% exposure, 45 km/hr windspeed
Sector: #46 60% exposure, 22 km/hr windspeed
Sector: #153 60% exposure, 44 km/hr windspeed
Sector: #79 60% exposure, 58 km/hr windspeed
Sector: #237 60% exposure, 43 km/hr windspeed
Sector: #352 60% exposure, 18 km/hr windspeed
Sector: #109 60% exposure, 9 km/hr windspeed
Sector: #173 60% exposure, 20 km/hr windspeed
Sector: #299 60% exposure, 19 km/hr windspeed
Sector: #243 60% exposure, 9 km/hr windspeed
Sector: #438 60% exposure, 46 km/hr windspeed
Sector: #293 60% exposure, 41 km/hr windspeed
Sector: #488 61% exposure, 60 km/hr windspeed
Sector: #315 61% exposure, 35 km/hr windspeed
Sector: #363 61% exposure, 27 km/hr windspeed
Sector: #444 61% exposure, 31 km/hr windspeed
Sector: #227 61% exposure, 33 km/hr windspeed
Sector: #267 61% exposure, 36 km/hr windspeed
Sector: #167 61% exposure, 39 km/hr windspeed
Sector: #419 61% exposure, 32 km/hr windspeed
Sector: #489 61% exposure, 49 km/hr windspeed
Sector: #382 61% exposure, 42 km/hr windspeed
Sector: #381 61% exposure, 30 km/hr windspeed
Sector: #222 61% exposure, 34 km/hr windspeed
Sector: #64 62% exposure, 44 km/hr windspeed
Sector: #386 62% exposure, 44 km/hr windspeed
Sector: #102 62% exposure, 22 km/hr windspeed
Sector: #387 62% exposure, 16 km/hr windspeed
Sector: #204 62% exposure, 20 km/hr windspeed
Sector: #495 62% exposure, 7 km/hr windspeed
Sector: #391 62% exposure, 44 km/hr windspeed
Sector: #189 62% exposure, 46 km/hr windspeed
Sector: #235 62% exposure, 17 km/hr windspeed
Sector: #337 62% exposure, 59 km/hr windspeed
Sector: #99 63% exposure, 65 km/hr windspeed
Sector: #7 63% exposure, 39 km/hr windspeed
Sector: #140 63% exposure, 27 km/hr windspeed
Sector: #276 63% exposure, 16 km/hr windspeed
Sector: #50 63% exposure, 50 km/hr windspeed
Sector: #246 64% exposure, 25 km/hr windspeed
Sector: #18 64% exposure, 14 km/hr windspeed
Sector: #99 64% exposure, 57 km/hr windspeed
Sector: #344 64% exposure, 20 km/hr windspeed
Sector: #219 64% exposure, 34 km/hr windspeed
Sector: #79 64% exposure, 10 km/hr windspeed
Sector: #322 64% exposure, 10 km/hr windspeed
Sector: #225 64% exposure, 15 km/hr windspeed
Sector: #463 64% exposure, 13 km/hr windspeed
Sector: #441 64% exposure, 13 km/hr windspeed
Sector: #116 64% exposure, 33 km/hr windspeed
Sector: #394 64% exposure, 15 km/hr windspeed
Sector: #261 64% exposure, 5 km/hr windspeed
Sector: #366 65% exposure, 56 km/hr windspeed
Sector: #366 65% exposure, 57 km/hr windspeed
Sector: #48 65% exposure, 43 km/hr windspeed
Sector: #204 65% exposure, 12 km/hr windspeed
Sector: #140 65% exposure, 14 km/hr windspeed
Sector: #141 65% exposure, 24 km/hr windspeed
Sector: #162 65% exposure, 39 km/hr windspeed
Sector: #219 65% exposure, 1 km/hr windspeed
Sector: #282 66% exposure, 37 km/hr windspeed
Sector: #402 66% exposure, 19 km/hr windspeed
Sector: #450 66% exposure, 43 km/hr windspeed
Sector: #360 66% exposure, 4 km/hr windspeed
Sector: #126 66% exposure, 15 km/hr windspeed
Sector: #449 66% exposure, 14 km/hr windspeed
Sector: #61 66% exposure, 22 km/hr windspeed
Sector: #78 66% exposure, 18 km/hr windspeed
Sector: #484 66% exposure, 4 km/hr windspeed
Sector: #455 66% exposure, 7 km/hr windspeed
Sector: #344 66% exposure, 37 km/hr windspeed
Sector: #288 66% exposure, 26 km/hr windspeed
Sector: #476 66% exposure, 40 km/hr windspeed
Sector: #50 66% exposure, 19 km/hr windspeed
Sector: #3 67% exposure, 19 km/hr windspeed
Sector: #403 67% exposure, 9 km/hr windspeed
Sector: #6 67% exposure, 24 km/hr windspeed
Sector: #28 67% exposure, 58 km/hr windspeed
Sector: #287 68% exposure, 64 km/hr windspeed
Sector: #285 68% exposure, 13 km/hr windspeed
Sector: #26 68% exposure, 5 km/hr windspeed
Sector: #301 68% exposure, 28 km/hr windspeed
Sector: #289 68% exposure, 23 km/hr windspeed
Sector: #45 68% exposure, 38 km/hr windspeed
Sector: #125 69% exposure, 30 km/hr windspeed
Sector: #210 69% exposure, 1 km/hr windspeed
Sector: #52 69% exposure, 57 km/hr windspeed
Sector: #125 69% exposure, 21 km/hr windspeed
