----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #216 32% exposure, 37 km/hr windspeed
Sector: #474 32% exposure, 22 km/hr windspeed
Sector: #137 32% exposure, 24 km/hr windspeed
Sector: #162 32% exposure, 46 km/hr windspeed
Sector: #63 32% exposure, 42 km/hr windspeed
Sector: #218 32% exposure, 41 km/hr windspeed
Sector: #133 32% exposure, 21 km/hr windspeed
Sector: #175 32% exposure, 47 km/hr windspeed
Sector: #248 32% exposure, 6 km/hr windspeed
Sector: #313 32% exposure, 7 km/hr windspeed
Sector: #195 32% exposure, 19 km/hr windspeed
Sector: #307 32% exposure, 33 km/hr windspeed
Sector: #105 32% exposure, 54 km/hr windspeed
Sector: #178 32% exposure, 17 km/hr windspeed
Sector: #299 32% exposure, 18 km/hr windspeed
Sector: #212 32% exposure, 48 km/hr windspeed
Sector: #193 32% exposure, 18 km/hr windspeed
Sector: #201 32% exposure, 14 km/hr windspeed
Sector: #174 32% exposure, 25 km/hr windspeed
Sector: #209 32% exposure, 39 km/hr windspeed
Sector: #497 32% exposure, 7 km/hr windspeed
Sector: #234 32% exposure, 54 km/hr windspeed
Sector: #191 32% exposure, 29 km/hr windspeed
Sector: #445 32% exposure, 22 km/hr windspeed
Sector: #204 32% exposure, 46 km/hr windspeed
Sector: #161 32% exposure, 28 km/hr windspeed
Sector: #35 32% exposure, 42 km/hr windspeed
Sector: #287 32% exposure, 18 km/hr windspeed
Sector: #361 32% exposure, 27 km/hr windspeed
Sector: #471 32% exposure, 6 km/hr windspeed
Sector: #47 32% exposure, 30 km/hr windspeed
Sector: #241 32% exposure, 42 km/hr windspeed
Sector: #228 32% exposure, 6 km/hr windspeed
Sector: #462 32% exposure, 12 km/hr windspeed
Sector: #343 32% exposure, 35 km/hr windspeed
Sector: #163 32% exposure, 45 km/hr windspeed
Sector: #340 32% exposure, 4 km/hr windspeed
Sector: #438 32% exposure, 14 km/hr windspeed
Sector: #434 32% exposure, 41 km/hr windspeed
Sector: #231 32% exposure, 39 km/hr windspeed
Sector: #498 32% exposure, 44 km/hr windspeed
Sector: #439 32% exposure, 22 km/hr windspeed
Sector: #83 32% exposure, 51 km/hr windspeed
Sector: #163 32% exposure, 5 km/hr windspeed
Sector: #395 32% exposure, 21 km/hr windspeed
Sector: #351 32% exposure, 31 km/hr windspeed
Sector: #499 32% exposure, 14 km/hr windspeed
Sector: #150 32% exposure, 26 km/hr windspeed
Sector: #212 32% exposure, 17 km/hr windspeed
Sector: #303 32% exposure, 34 km/hr windspeed
Sector: #332 32% exposure, 43 km/hr windspeed
Sector: #102 32% exposure, 28 km/hr windspeed
Sector: #389 32% exposure, 24 km/hr windspeed
Sector: #493 32% exposure, 27 km/hr windspeed
Sector: #401 33% exposure, 21 km/hr windspeed
Sector: #314 33% exposure, 9 km/hr windspeed
Sector: #262 33% exposure, 16 km/hr windspeed
Sector: #52 33% exposure, 16 km/hr windspeed
Sector: #417 33% exposure, 32 km/hr windspeed
Sector: #419 33% exposure, 20 km/hr windspeed
Sector: #423 33% exposure, 18 km/hr windspeed
Sector: #176 33% exposure, 47 km/hr windspeed
Sector: #316 33% exposure, 29 km/hr windspeed
Sector: #314 33% exposure, 29 km/hr windspeed
Sector: #164 33% exposure, 32 km/hr windspeed
Sector: #221 33% exposure, 29 km/hr windspeed
Sector: #406 33% exposure, 7 km/hr windspeed
Sector: #184 33% exposure, 42 km/hr windspeed
Sector: #101 33% exposure, 24 km/hr windspeed
Sector: #93 33% exposure, 36 km/hr windspeed
Sector: #353 33% exposure, 67 km/hr windspeed
Sector: #274 33% exposure, 43 km/hr windspeed
Sector: #322 33% exposure, 27 km/hr windspeed
Sector: #313 33% exposure, 9 km/hr windspeed
Sector: #164 33% exposure, 34 km/hr windspeed
Sector: #161 33% exposure, 41 km/hr windspeed
Sector: #249 33% exposure, 35 km/hr windspeed
Sector: #423 33% exposure, 1 km/hr windspeed
Sector: #213 33% exposure, 16 km/hr windspeed
Sector: #48 33% exposure, 20 km/hr windspeed
Sector: #431 33% exposure, 37 km/hr windspeed
Sector: #387 33% exposure, 34 km/hr windspeed
Sector: #72 33% exposure, 46 km/hr windspeed
Sector: #402 33% exposure, 8 km/hr windspeed
Sector: #261 33% exposure, 45 km/hr windspeed
Sector: #206 33% exposure, 11 km/hr windspeed
Sector: #278 33% exposure, 11 km/hr windspeed
Sector: #185 33% exposure, 36 km/hr windspeed
Sector: #5 33% exposure, 60 km/hr windspeed
Sector: #448 33% exposure, 30 km/hr windspeed
Sector: #366 33% exposure, 10 km/hr windspeed
Sector: #188 33% exposure, 22 km/hr windspeed
Sector: #305 33% exposure, 33 km/hr windspeed
Sector: #47 33% exposure, 27 km/hr windspeed
Sector: #3 33% exposure, 34 km/hr windspeed
Sector: #131 33% exposure, 41 km/hr windspeed
Sector: #302 33% exposure, 52 km/hr windspeed
Sector: #31 33% exposure, 25 km/hr windspeed
Sector: #4 33% exposure, 10 km/hr windspeed
Sector: #81 33% exposure, 40 km/hr windspeed
Sector: #129 33% exposure, 24 km/hr windspeed
Sector: #387 33% exposure, 33 km/hr windspeed
Sector: #456 33% exposure, 21 km/hr windspeed
Sector: #430 33% exposure, 2 km/hr windspeed
Sector: #82 33% exposure, 13 km/hr windspeed
Sector: #88 33% exposure, 44 km/hr windspeed
Sector: #433 33% exposure, 45 km/hr windspeed
Sector: #289 33% exposure, 45 km/hr windspeed
Sector: #64 33% exposure, 47 km/hr windspeed
Sector: #271 33% exposure, 35 km/hr windspeed
Sector: #148 33% exposure, 13 km/hr windspeed
Sector: #77 33% exposure, 66 km/hr windspeed
Sector: #253 33% exposure, 55 km/hr windspeed
Sector: #237 33% exposure, 9 km/hr windspeed
Sector: #111 33% exposure, 20 km/hr windspeed
Sector: #318 33% exposure, 25 km/hr windspeed
Sector: #443 33% exposure, 29 km/hr windspeed
Sector: #9 33% exposure, 32 km/hr windspeed
Sector: #134 33% exposure, 22 km/hr windspeed
Sector: #498 33% exposure, 15 km/hr windspeed
Sector: #176 33% exposure, 41 km/hr windspeed
Sector: #95 33% exposure, 15 km/hr windspeed
Sector: #385 33% exposure, 5 km/hr windspeed
Sector: #267 33% exposure, 27 km/hr windspeed
Sector: #373 33% exposure, 16 km/hr windspeed
Sector: #57 33% exposure, 28 km/hr windspeed
Sector: #105 33% exposure, 13 km/hr windspeed
Sector: #158 33% exposure, 23 km/hr windspeed
Sector: #41 34% exposure, 25 km/hr windspeed
Sector: #401 34% exposure, 56 km/hr windspeed
Sector: #408 34% exposure, 6 km/hr windspeed
Sector: #99 34% exposure, 31 km/hr windspeed
Sector: #37 34% exposure, 18 km/hr windspeed
Sector: #308 34% exposure, 30 km/hr windspeed
Sector: #243 34% exposure, 30 km/hr windspeed
Sector: #91 34% exposure, 64 km/hr windspeed
Sector: #389 34% exposure, 22 km/hr windspeed
Sector: #2 34% exposure, 33 km/hr windspeed
Sector: #68 34% exposure, 44 km/hr windspeed
Sector: #139 34% exposure, 24 km/hr windspeed
Sector: #277 34% exposure, 1 km/hr windspeed
Sector: #489 34% exposure, 7 km/hr windspeed
Sector: #276 34% exposure, 25 km/hr windspeed
Sector: #98 34% exposure, 50 km/hr windspeed
Sector: #431 34% exposure, 23 km/hr windspeed
Sector: #427 34% exposure, 1 km/hr windspeed
Sector: #379 34% exposure, 22 km/hr windspeed
Sector: #163 34% exposure, 18 km/hr windspeed
Sector: #363 34% exposure, 58 km/hr windspeed
Sector: #409 34% exposure, 20 km/hr windspeed
Sector: #362 34% exposure, 42 km/hr windspeed
Sector: #487 34% exposure, 30 km/hr windspeed
Sector: #139 34% exposure, 31 km/hr windspeed
Sector: #101 34% exposure, 7 km/hr windspeed
Sector: #354 34% exposure, 42 km/hr windspeed
Sector: #21 34% exposure, 15 km/hr windspeed
Sector: #441 34% exposure, 34 km/hr windspeed
Sector: #68 34% exposure, 3 km/hr windspeed
Sector: #417 34% exposure, 27 km/hr windspeed
Sector: #9 34% exposure, 9 km/hr windspeed
Sector: #282 34% exposure, 25 km/hr windspeed
Sector: #13 34% exposure, 17 km/hr windspeed
Sector: #461 34% exposure, 21 km/hr windspeed
Sector: #342 34% exposure, 20 km/hr windspeed
Sector: #181 34% exposure, 37 km/hr windspeed
Sector: #204 34% exposure, 20 km/hr windspeed
Sector: #192 34% exposure, 15 km/hr windspeed
Sector: #106 34% exposure, 24 km/hr windspeed
Sector: #282 34% exposure, 47 km/hr windspeed
Sector: #147 34% exposure, 41 km/hr windspeed
Sector: #29 34% exposure, 35 km/hr windspeed
Sector: #329 34% exposure, 54 km/hr windspeed
Sector: #408 34% exposure, 8 km/hr windspeed
Sector: #319 34% exposure, 12 km/hr windspeed
Sector: #323 34% exposure, 16 km/hr windspeed
Sector: #63 34% exposure, 57 km/hr windspeed
Sector: #298 34% exposure, 46 km/hr windspeed
Sector: #61 34% exposure, 30 km/hr windspeed
Sector: #468 34% exposure, 12 km/hr windspeed
Sector: #241 34% exposure, 14 km/hr windspeed
Sector: #355 34% exposure, 2 km/hr windspeed
Sector: #229 34% exposure, 17 km/hr windspeed
Sector: #255 34% exposure, 16 km/hr windspeed
Sector: #44 34% exposure, 27 km/hr windspeed
Sector: #491 34% exposure, 19 km/hr windspeed
Sector: #270 34% exposure, 3 km/hr windspeed
Sector: #291 34% exposure, 38 km/hr windspeed
Sector: #451 34% exposure, 1 km/hr windspeed
Sector: #172 34% exposure, 16 km/hr windspeed
Sector: #122 34% exposure, 7 km/hr windspeed
Sector: #261 34% exposure, 49 km/hr windspeed
Sector: #61 34% exposure, 47 km/hr windspeed
Sector: #152 34% exposure, 18 km/hr windspeed
Sector: #418 34% exposure, 17 km/hr windspeed
Sector: #19 34% exposure, 26 km/hr windspeed
Sector: #324 34% exposure, 24 km/hr windspeed
Sector: #396 34% exposure, 34 km/hr windspeed
Sector: #397 34% exposure, 39 km/hr windspeed
Sector: #114 34% exposure, 58 km/hr windspeed
Sector: #175 34% exposure, 10 km/hr windspeed
Sector: #15 34% exposure, 16 km/hr windspeed
Sector: #451 34% exposure, 38 km/hr windspeed
Sector: #19 34% exposure, 14 km/hr windspeed
Sector: #76 34% exposure, 4 km/hr windspeed
Sector: #376 34% exposure, 22 km/hr windspeed
Sector: #193 34% exposure, 25 km/hr windspeed
Sector: #275 34% exposure, 31 km/hr windspeed
Sector: #441 34% exposure, 33 km/hr windspeed
Sector: #249 34% exposure, 16 km/hr windspeed
Sector: #463 34% exposure, 28 km/hr windspeed
Sector: #109 34% exposure, 55 km/hr windspeed
Sector: #91 34% exposure, 39 km/hr windspeed
Sector: #361 34% exposure, 34 km/hr windspeed
Sector: #175 34% exposure, 12 km/hr windspeed
Sector: #108 34% exposure, 6 km/hr windspeed
Sector: #314 34% exposure, 3 km/hr windspeed
Sector: #299 34% exposure, 37 km/hr windspeed
Sector: #357 34% exposure, 36 km/hr windspeed
Sector: #230 34% exposure, 6 km/hr windspeed
Sector: #471 34% exposure, 28 km/hr windspeed
Sector: #159 34% exposure, 26 km/hr windspeed
Sector: #442 34% exposure, 18 km/hr windspeed
Sector: #159 34% exposure, 45 km/hr windspeed
Sector: #474 34% exposure, 26 km/hr windspeed
Sector: #313 34% exposure, 37 km/hr windspeed
Sector: #385 34% exposure, 46 km/hr windspeed
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #494 35% exposure, 35 km/hr windspeed
Sector: #404 35% exposure, 48 km/hr windspeed
Sector: #36 35% exposure, 45 km/hr windspeed
Sector: #369 35% exposure, 34 km/hr windspeed
Sector: #163 35% exposure, 33 km/hr windspeed
Sector: #308 35% exposure, 4 km/hr windspeed
Sector: #267 35% exposure, 9 km/hr windspeed
Sector: #277 35% exposure, 4 km/hr windspeed
Sector: #87 35% exposure, 26 km/hr windspeed
Sector: #438 35% exposure, 54 km/hr windspeed
Sector: #336 35% exposure, 23 km/hr windspeed
Sector: #259 35% exposure, 63 km/hr windspeed
Sector: #99 35% exposure, 15 km/hr windspeed
Sector: #304 35% exposure, 41 km/hr windspeed
Sector: #356 35% exposure, 47 km/hr windspeed
Sector: #140 35% exposure, 22 km/hr windspeed
Sector: #19 35% exposure, 53 km/hr windspeed
Sector: #112 35% exposure, 30 km/hr windspeed
Sector: #413 35% exposure, 49 km/hr windspeed
Sector: #122 35% exposure, 29 km/hr windspeed
Sector: #64 35% exposure, 24 km/hr windspeed
Sector: #208 35% exposure, 18 km/hr windspeed
Sector: #51 35% exposure, 41 km/hr windspeed
Sector: #19 35% exposure, 35 km/hr windspeed
Sector: #192 35% exposure, 57 km/hr windspeed
Sector: #120 35% exposure, 11 km/hr windspeed
Sector: #474 35% exposure, 47 km/hr windspeed
Sector: #47 35% exposure, 27 km/hr windspeed
Sector: #178 35% exposure, 26 km/hr windspeed
Sector: #495 35% exposure, 51 km/hr windspeed
Sector: #79 35% exposure, 22 km/hr windspeed
Sector: #409 35% exposure, 24 km/hr windspeed
Sector: #141 35% exposure, 30 km/hr windspeed
Sector: #391 35% exposure, 35 km/hr windspeed
Sector: #309 35% exposure, 17 km/hr windspeed
Sector: #368 35% exposure, 25 km/hr windspeed
Sector: #129 35% exposure, 21 km/hr windspeed
Sector: #339 35% exposure, 23 km/hr windspeed
Sector: #429 35% exposure, 39 km/hr windspeed
Sector: #499 35% exposure, 27 km/hr windspeed
Sector: #350 35% exposure, 4 km/hr windspeed
Sector: #64 35% exposure, 50 km/hr windspeed
Sector: #462 35% exposure, 13 km/hr windspeed
Sector: #279 35% exposure, 4 km/hr windspeed
Sector: #378 35% exposure, 23 km/hr windspeed
Sector: #62 35% exposure, 29 km/hr windspeed
Sector: #283 35% exposure, 30 km/hr windspeed
Sector: #367 35% exposure, 23 km/hr windspeed
Sector: #190 35% exposure, 17 km/hr windspeed
Sector: #323 35% exposure, 10 km/hr windspeed
Sector: #368 35% exposure, 55 km/hr windspeed
Sector: #481 35% exposure, 35 km/hr windspeed
Sector: #415 35% exposure, 45 km/hr windspeed
Sector: #312 35% exposure, 24 km/hr windspeed
Sector: #407 35% exposure, 17 km/hr windspeed
Sector: #381 35% exposure, 7 km/hr windspeed
Sector: #332 35% exposure, 46 km/hr windspeed
Sector: #245 35% exposure, 39 km/hr windspeed
Sector: #265 35% exposure, 8 km/hr windspeed
Sector: #452 35% exposure, 39 km/hr windspeed
Sector: #209 35% exposure, 31 km/hr windspeed
Sector: #389 35% exposure, 62 km/hr windspeed
Sector: #313 35% exposure, 12 km/hr windspeed
Sector: #434 35% exposure, 66 km/hr windspeed
Sector: #222 35% exposure, 23 km/hr windspeed
Sector: #413 35% exposure, 3 km/hr windspeed
Sector: #445 35% exposure, 18 km/hr windspeed
Sector: #246 35% exposure, 31 km/hr windspeed
Sector: #45 35% exposure, 45 km/hr windspeed
Sector: #442 35% exposure, 13 km/hr windspeed
Sector: #393 35% exposure, 21 km/hr windspeed
Sector: #357 35% exposure, 11 km/hr windspeed
Sector: #45 35% exposure, 8 km/hr windspeed
Sector: #369 35% exposure, 38 km/hr windspeed
Sector: #40 35% exposure, 44 km/hr windspeed
Sector: #38 35% exposure, 43 km/hr windspeed
Sector: #482 35% exposure, 45 km/hr windspeed
Sector: #401 35% exposure, 43 km/hr windspeed
Sector: #114 35% exposure, 35 km/hr windspeed
Sector: #12 35% exposure, 12 km/hr windspeed
Sector: #466 35% exposure, 19 km/hr windspeed
Sector: #47 35% exposure, 23 km/hr windspeed
Sector: #169 35% exposure, 30 km/hr windspeed
Sector: #374 35% exposure, 28 km/hr windspeed
Sector: #28 35% exposure, 21 km/hr windspeed
Sector: #333 35% exposure, 67 km/hr windspeed
Sector: #236 35% exposure, 29 km/hr windspeed
Sector: #206 35% exposure, 50 km/hr windspeed
Sector: #435 35% exposure, 11 km/hr windspeed
Sector: #42 35% exposure, 27 km/hr windspeed
Sector: #64 35% exposure, 63 km/hr windspeed
Sector: #155 35% exposure, 32 km/hr windspeed
Sector: #34 35% exposure, 24 km/hr windspeed
Sector: #456 35% exposure, 62 km/hr windspeed
Sector: #206 36% exposure, 1 km/hr windspeed
Sector: #160 36% exposure, 29 km/hr windspeed
Sector: #208 36% exposure, 11 km/hr windspeed
Sector: #353 36% exposure, 5 km/hr windspeed
Sector: #303 36% exposure, 51 km/hr windspeed
Sector: #153 36% exposure, 21 km/hr windspeed
Sector: #455 36% exposure, 21 km/hr windspeed
Sector: #430 36% exposure, 29 km/hr windspeed
Sector: #42 36% exposure, 23 km/hr windspeed
Sector: #161 36% exposure, 4 km/hr windspeed
Sector: #496 36% exposure, 15 km/hr windspeed
Sector: #479 36% exposure, 28 km/hr windspeed
Sector: #36 36% exposure, 7 km/hr windspeed
Sector: #307 36% exposure, 35 km/hr windspeed
Sector: #102 36% exposure, 21 km/hr windspeed
Sector: #1 36% exposure, 54 km/hr windspeed
Sector: #33 36% exposure, 23 km/hr windspeed
Sector: #227 36% exposure, 57 km/hr windspeed
Sector: #427 36% exposure, 13 km/hr windspeed
Sector: #334 36% exposure, 50 km/hr windspeed
Sector: #286 36% exposure, 24 km/hr windspeed
Sector: #461 36% exposure, 22 km/hr windspeed
Sector: #316 36% exposure, 31 km/hr windspeed
Sector: #337 36% exposure, 21 km/hr windspeed
Sector: #289 36% exposure, 53 km/hr windspeed
Sector: #360 36% exposure, 49 km/hr windspeed
Sector: #288 36% exposure, 22 km/hr windspeed
Sector: #24 36% exposure, 40 km/hr windspeed
Sector: #94 36% exposure, 31 km/hr windspeed
Sector: #6 36% exposure, 17 km/hr windspeed
Sector: #8 36% exposure, 12 km/hr windspeed
Sector: #171 36% exposure, 3 km/hr windspeed
Sector: #358 36% exposure, 31 km/hr windspeed
Sector: #334 36% exposure, 19 km/hr windspeed
Sector: #101 36% exposure, 32 km/hr windspeed
Sector: #124 36% exposure, 13 km/hr windspeed
Sector: #235 36% exposure, 9 km/hr windspeed
Sector: #478 36% exposure, 29 km/hr windspeed
Sector: #195 36% exposure, 5 km/hr windspeed
Sector: #444 36% exposure, 28 km/hr windspeed
Sector: #179 36% exposure, 1 km/hr windspeed
Sector: #278 36% exposure, 29 km/hr windspeed
Sector: #306 36% exposure, 52 km/hr windspeed
Sector: #482 36% exposure, 23 km/hr windspeed
Sector: #356 36% exposure, 11 km/hr windspeed
Sector: #408 36% exposure, 23 km/hr windspeed
Sector: #54 36% exposure, 40 km/hr windspeed
Sector: #141 36% exposure, 33 km/hr windspeed
Sector: #82 36% exposure, 52 km/hr windspeed
Sector: #231 36% exposure, 64 km/hr windspeed
Sector: #255 36% exposure, 20 km/hr windspeed
Sector: #192 36% exposure, 11 km/hr windspeed
Sector: #356 36% exposure, 2 km/hr windspeed
Sector: #196 36% exposure, 24 km/hr windspeed
Sector: #113 36% exposure, 38 km/hr windspeed
Sector: #140 36% exposure, 20 km/hr windspeed
Sector: #443 36% exposure, 12 km/hr windspeed
Sector: #236 36% exposure, 51 km/hr windspeed
Sector: #112 36% exposure, 57 km/hr windspeed
Sector: #308 36% exposure, 41 km/hr windspeed
Sector: #476 36% exposure, 56 km/hr windspeed
Sector: #251 36% exposure, 38 km/hr windspeed
Sector: #445 36% exposure, 45 km/hr windspeed
Sector: #197 36% exposure, 38 km/hr windspeed
Sector: #239 36% exposure, 36 km/hr windspeed
Sector: #252 36% exposure, 4 km/hr windspeed
Sector: #351 36% exposure, 6 km/hr windspeed
Sector: #481 36% exposure, 27 km/hr windspeed
Sector: #386 36% exposure, 48 km/hr windspeed
Sector: #164 36% exposure, 8 km/hr windspeed
Sector: #103 36% exposure, 10 km/hr windspeed
Sector: #274 36% exposure, 38 km/hr windspeed
Sector: #138 36% exposure, 37 km/hr windspeed
Sector: #447 36% exposure, 23 km/hr windspeed
Sector: #216 36% exposure, 44 km/hr windspeed
Sector: #171 36% exposure, 49 km/hr windspeed
Sector: #417 36% exposure, 44 km/hr windspeed
Sector: #229 36% exposure, 10 km/hr windspeed
Sector: #264 36% exposure, 24 km/hr windspeed
Sector: #67 36% exposure, 33 km/hr windspeed
Sector: #33 36% exposure, 27 km/hr windspeed
Sector: #52 36% exposure, 17 km/hr windspeed
Sector: #465 36% exposure, 63 km/hr windspeed
Sector: #399 36% exposure, 49 km/hr windspeed
Sector: #190 36% exposure, 28 km/hr windspeed
Sector: #457 36% exposure, 23 km/hr windspeed
Sector: #350 36% exposure, 44 km/hr windspeed
Sector: #327 36% exposure, 44 km/hr windspeed
Sector: #304 36% exposure, 55 km/hr windspeed
Sector: #179 36% exposure, 9 km/hr windspeed
Sector: #94 36% exposure, 29 km/hr windspeed
Sector: #402 36% exposure, 38 km/hr windspeed
Sector: #216 36% exposure, 36 km/hr windspeed
Sector: #189 36% exposure, 12 km/hr windspeed
Sector: #485 36% exposure, 43 km/hr windspeed
Sector: #27 36% exposure, 34 km/hr windspeed
Sector: #67 36% exposure, 19 km/hr windspeed
Sector: #228 37% exposure, 23 km/hr windspeed
Sector: #469 37% exposure, 20 km/hr windspeed
Sector: #41 37% exposure, 24 km/hr windspeed
Sector: #367 37% exposure, 25 km/hr windspeed
Sector: #285 37% exposure, 15 km/hr windspeed
Sector: #485 37% exposure, 50 km/hr windspeed
Sector: #332 37% exposure, 28 km/hr windspeed
Sector: #264 37% exposure, 33 km/hr windspeed
Sector: #427 37% exposure, 40 km/hr windspeed
Sector: #378 37% exposure, 42 km/hr windspeed
Sector: #17 37% exposure, 24 km/hr windspeed
Sector: #282 37% exposure, 4 km/hr windspeed
Sector: #277 37% exposure, 7 km/hr windspeed
Sector: #157 37% exposure, 48 km/hr windspeed
Sector: #448 37% exposure, 60 km/hr windspeed
Sector: #413 37% exposure, 61 km/hr windspeed
Sector: #168 37% exposure, 22 km/hr windspeed
Sector: #236 37% exposure, 40 km/hr windspeed
Sector: #289 37% exposure, 41 km/hr windspeed
Sector: #149 37% exposure, 9 km/hr windspeed
Sector: #345 37% exposure, 64 km/hr windspeed
Sector: #57 37% exposure, 33 km/hr windspeed
Sector: #418 37% exposure, 57 km/hr windspeed
Sector: #392 37% exposure, 51 km/hr windspeed
Sector: #167 37% exposure, 28 km/hr windspeed
Sector: #156 37% exposure, 2 km/hr windspeed
Sector: #496 37% exposure, 34 km/hr windspeed
Sector: #307 37% exposure, 8 km/hr windspeed
Sector: #436 37% exposure, 19 km/hr windspeed
Sector: #95 37% exposure, 55 km/hr windspeed
Sector: #432 37% exposure, 11 km/hr windspeed
Sector: #402 37% exposure, 13 km/hr windspeed
Sector: #466 37% exposure, 5 km/hr windspeed
Sector: #397 37% exposure, 42 km/hr windspeed
Sector: #148 37% exposure, 19 km/hr windspeed
Sector: #75 37% exposure, 21 km/hr windspeed
Sector: #3 37% exposure, 2 km/hr windspeed
Sector: #53 37% exposure, 19 km/hr windspeed
Sector: #419 37% exposure, 40 km/hr windspeed
Sector: #281 37% exposure, 4 km/hr windspeed
Sector: #13 37% exposure, 2 km/hr windspeed
Sector: #166 37% exposure, 60 km/hr windspeed
Sector: #48 37% exposure, 45 km/hr windspeed
Sector: #339 37% exposure, 38 km/hr windspeed
Sector: #391 37% exposure, 11 km/hr windspeed
Sector: #393 37% exposure, 18 km/hr windspeed
Sector: #311 37% exposure, 21 km/hr windspeed
Sector: #340 37% exposure, 10 km/hr windspeed
Sector: #80 37% exposure, 45 km/hr windspeed
Sector: #416 37% exposure, 54 km/hr windspeed
Sector: #211 37% exposure, 3 km/hr windspeed
Sector: #98 37% exposure, 12 km/hr windspeed
Sector: #190 37% exposure, 61 km/hr windspeed
Sector: #472 37% exposure, 22 km/hr windspeed
Sector: #269 37% exposure, 17 km/hr windspeed
Sector: #387 37% exposure, 9 km/hr windspeed
Sector: #113 37% exposure, 24 km/hr windspeed
Sector: #127 37% exposure, 30 km/hr windspeed
Sector: #38 37% exposure, 22 km/hr windspeed
Sector: #61 37% exposure, 12 km/hr windspeed
Sector: #262 37% exposure, 50 km/hr windspeed
Sector: #242 37% exposure, 51 km/hr windspeed
Sector: #474 37% exposure, 21 km/hr windspeed
Sector: #112 37% exposure, 37 km/hr windspeed
Sector: #371 37% exposure, 50 km/hr windspeed
Sector: #376 37% exposure, 40 km/hr windspeed
Sector: #182 37% exposure, 19 km/hr windspeed
Sector: #292 37% exposure, 46 km/hr windspeed
Sector: #158 37% exposure, 10 km/hr windspeed
Sector: #152 37% exposure, 29 km/hr windspeed
Sector: #51 38% exposure, 14 km/hr windspeed
Sector: #167 38% exposure, 19 km/hr windspeed
Sector: #477 38% exposure, 18 km/hr windspeed
Sector: #86 38% exposure, 7 km/hr windspeed
Sector: #277 38% exposure, 28 km/hr windspeed
Sector: #37 38% exposure, 11 km/hr windspeed
Sector: #438 38% exposure, 15 km/hr windspeed
Sector: #59 38% exposure, 2 km/hr windspeed
Sector: #91 38% exposure, 6 km/hr windspeed
Sector: #213 38% exposure, 39 km/hr windspeed
Sector: #62 38% exposure, 22 km/hr windspeed
Sector: #179 38% exposure, 47 km/hr windspeed
Sector: #271 38% exposure, 3 km/hr windspeed
Sector: #197 38% exposure, 8 km/hr windspeed
Sector: #187 38% exposure, 11 km/hr windspeed
Sector: #240 38% exposure, 28 km/hr windspeed
Sector: #452 38% exposure, 2 km/hr windspeed
Sector: #346 38% exposure, 14 km/hr windspeed
Sector: #291 38% exposure, 47 km/hr windspeed
Sector: #317 38% exposure, 38 km/hr windspeed
Sector: #1 38% exposure, 8 km/hr windspeed
Sector: #148 38% exposure, 4 km/hr windspeed
Sector: #324 38% exposure, 49 km/hr windspeed
Sector: #39 38% exposure, 37 km/hr windspeed
Sector: #141 38% exposure, 47 km/hr windspeed
Sector: #346 38% exposure, 19 km/hr windspeed
Sector: #239 38% exposure, 16 km/hr windspeed
Sector: #66 38% exposure, 21 km/hr windspeed
Sector: #268 38% exposure, 18 km/hr windspeed
Sector: #369 38% exposure, 32 km/hr windspeed
Sector: #69 38% exposure, 44 km/hr windspeed
Sector: #239 38% exposure, 23 km/hr windspeed
Sector: #299 38% exposure, 12 km/hr windspeed
Sector: #228 38% exposure, 40 km/hr windspeed
Sector: #266 38% exposure, 6 km/hr windspeed
Sector: #99 38% exposure, 15 km/hr windspeed
Sector: #209 38% exposure, 27 km/hr windspeed
Sector: #362 38% exposure, 64 km/hr windspeed
Sector: #137 38% exposure, 12 km/hr windspeed
Sector: #476 38% exposure, 20 km/hr windspeed
Sector: #107 38% exposure, 60 km/hr windspeed
Sector: #220 38% exposure, 37 km/hr windspeed
Sector: #15 38% exposure, 40 km/hr windspeed
Sector: #274 38% exposure, 47 km/hr windspeed
Sector: #283 38% exposure, 48 km/hr windspeed
Sector: #35 38% exposure, 7 km/hr windspeed
Sector: #78 38% exposure, 54 km/hr windspeed
Sector: #12 38% exposure, 25 km/hr windspeed
Sector: #186 38% exposure, 10 km/hr windspeed
Sector: #120 38% exposure, 52 km/hr windspeed
Sector: #206 38% exposure, 20 km/hr windspeed
Sector: #497 38% exposure, 32 km/hr windspeed
Sector: #384 38% exposure, 30 km/hr windspeed
Sector: #245 38% exposure, 15 km/hr windspeed
Sector: #168 38% exposure, 30 km/hr windspeed
Sector: #418 38% exposure, 16 km/hr windspeed
Sector: #370 38% exposure, 12 km/hr windspeed
Sector: #442 38% exposure, 40 km/hr windspeed
Sector: #331 38% exposure, 30 km/hr windspeed
Sector: #68 38% exposure, 19 km/hr windspeed
Sector: #187 38% exposure, 27 km/hr windspeed
Sector: #494 38% exposure, 40 km/hr windspeed
Sector: #271 38% exposure, 15 km/hr windspeed
Sector: #132 38% exposure, 32 km/hr windspeed
Sector: #329 38% exposure, 47 km/hr windspeed
Sector: #107 38% exposure, 42 km/hr windspeed
Sector: #463 38% exposure, 22 km/hr windspeed
Sector: #451 38% exposure, 10 km/hr windspeed
Sector: #181 38% exposure, 12 km/hr windspeed
